Annee;Serie;Serie_Partielle;Code_Station;Id_Operation;Poche;Code_Taxon;Code_Espece_Campagne;Nom_Scientifique;Benthos;Lot_A_Confirmer;V_HV;Num_Ordre_V_HV_H2;Tot_V_HV;Ech_V_HV;Type_Volume_Poids_V_HV;Unite_Volume_Poids_V_HV;Commentaire_V_HV;Class_Tri;Num_Ordre_Class_Tri_H2;Tot_Class_Tri;Ech_Class_Tri;Type_Volume_Poids_Class_Tri;Unite_Volume_Poids_Class_Tri;Commentaire_Class_Tri;Sexe;Num_Ordre_Sexe_H2;Tot_Sexe;Ech_Sexe;Type_Volume_Poids_Sexe;Unite_Volume_Poids_Sexe;Commentaire_Sexe;Code_Longueur;Libelle_Longueur;Taille;NumOrdre_Taille_H2;Poids_Classe_Taille;Unite_Taille;Precision_Mesure;Nbr;Nbr_Calcule;Poids_Reference;Coef_Elev_Espece_Capture;Coef_Final_Elevation;Serie_Id;V_HV_Id;V_HV_Lot_Id;Class_Tri_Id;Class_Tri_Lot_Id;Sexe_Id;Sexe_Lot_Id
2022;Campagne EVHOE;1;A1508;2;1;1417;;Ceratoscopelus maderensis;N;N;Vrac;7;0.007;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;8.0;2;;cm;1.0;1;N;0.007;1.0;1.0;CAM-EVHOE;311;15362649;NA;;NA;
2022;Campagne EVHOE;1;A1508;2;1;1429;;Lampanyctus crocodilus;N;N;Vrac;8;0.641;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;6.0;1;;cm;1.0;1;N;0.641;1.0;1.0;CAM-EVHOE;311;15362652;NA;;NA;
2022;Campagne EVHOE;1;A1508;2;1;1429;;Lampanyctus crocodilus;N;N;Vrac;8;0.641;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;7.0;2;;cm;1.0;10;N;0.641;1.0;1.0;CAM-EVHOE;311;15362652;NA;;NA;
2022;Campagne EVHOE;1;A1508;2;1;1429;;Lampanyctus crocodilus;N;N;Vrac;8;0.641;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;8.0;3;;cm;1.0;6;N;0.641;1.0;1.0;CAM-EVHOE;311;15362652;NA;;NA;
2022;Campagne EVHOE;1;A1508;2;1;1429;;Lampanyctus crocodilus;N;N;Vrac;8;0.641;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;9.0;4;;cm;1.0;5;N;0.641;1.0;1.0;CAM-EVHOE;311;15362652;NA;;NA;
2022;Campagne EVHOE;1;A1508;2;1;1429;;Lampanyctus crocodilus;N;N;Vrac;8;0.641;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;10.0;5;;cm;1.0;5;N;0.641;1.0;1.0;CAM-EVHOE;311;15362652;NA;;NA;
2022;Campagne EVHOE;1;A1508;2;1;1429;;Lampanyctus crocodilus;N;N;Vrac;8;0.641;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;11.0;6;;cm;1.0;1;N;0.641;1.0;1.0;CAM-EVHOE;311;15362652;NA;;NA;
2022;Campagne EVHOE;1;A1508;2;1;1429;;Lampanyctus crocodilus;N;N;Vrac;8;0.641;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;12.0;7;;cm;1.0;10;N;0.641;1.0;1.0;CAM-EVHOE;311;15362652;NA;;NA;
2022;Campagne EVHOE;1;A1508;2;1;1429;;Lampanyctus crocodilus;N;N;Vrac;8;0.641;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;13.0;8;;cm;1.0;10;N;0.641;1.0;1.0;CAM-EVHOE;311;15362652;NA;;NA;
2022;Campagne EVHOE;1;A1508;2;1;1429;;Lampanyctus crocodilus;N;N;Vrac;8;0.641;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;14.0;9;;cm;1.0;10;N;0.641;1.0;1.0;CAM-EVHOE;311;15362652;NA;;NA;
2022;Campagne EVHOE;1;A1508;2;1;1429;;Lampanyctus crocodilus;N;N;Vrac;8;0.641;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;15.0;10;;cm;1.0;1;N;0.641;1.0;1.0;CAM-EVHOE;311;15362652;NA;;NA;
2022;Campagne EVHOE;1;A1508;2;1;1429;;Lampanyctus crocodilus;N;N;Vrac;8;0.641;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;16.0;11;;cm;1.0;1;N;0.641;1.0;1.0;CAM-EVHOE;311;15362652;NA;;NA;
2022;Campagne EVHOE;1;A1508;2;1;1430;;Nannobrachium atrum;N;N;Vrac;9;0.017;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;9.0;1;;cm;1.0;1;N;0.017;1.0;1.0;CAM-EVHOE;311;15362664;NA;;NA;
2022;Campagne EVHOE;1;A1508;2;1;1430;;Nannobrachium atrum;N;N;Vrac;9;0.017;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;12.0;2;;cm;1.0;1;N;0.017;1.0;1.0;CAM-EVHOE;311;15362664;NA;;NA;
2022;Campagne EVHOE;1;A1508;2;1;1437;;Notoscopelus bolini;N;N;Vrac;10;0.017;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;8.0;1;;cm;1.0;1;N;0.017;1.0;1.0;CAM-EVHOE;311;15362667;NA;;NA;
2022;Campagne EVHOE;1;A1508;2;1;1437;;Notoscopelus bolini;N;N;Vrac;10;0.017;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;9.0;2;;cm;1.0;2;N;0.017;1.0;1.0;CAM-EVHOE;311;15362667;NA;;NA;
2022;Campagne EVHOE;1;A1508;2;1;1439;;Notoscopelus kroyeri;N;N;Vrac;11;0.152;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;3.0;1;;cm;1.0;3;N;0.152;1.0;1.0;CAM-EVHOE;311;15362670;NA;;NA;
2022;Campagne EVHOE;1;A1508;2;1;1439;;Notoscopelus kroyeri;N;N;Vrac;11;0.152;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;4.0;2;;cm;1.0;1;N;0.152;1.0;1.0;CAM-EVHOE;311;15362670;NA;;NA;
2022;Campagne EVHOE;1;A1508;2;1;1439;;Notoscopelus kroyeri;N;N;Vrac;11;0.152;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;5.0;3;;cm;1.0;3;N;0.152;1.0;1.0;CAM-EVHOE;311;15362670;NA;;NA;
2022;Campagne EVHOE;1;A1508;2;1;1439;;Notoscopelus kroyeri;N;N;Vrac;11;0.152;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;6.0;4;;cm;1.0;4;N;0.152;1.0;1.0;CAM-EVHOE;311;15362670;NA;;NA;
2022;Campagne EVHOE;1;A1508;2;1;1439;;Notoscopelus kroyeri;N;N;Vrac;11;0.152;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;7.0;5;;cm;1.0;12;N;0.152;1.0;1.0;CAM-EVHOE;311;15362670;NA;;NA;
2022;Campagne EVHOE;1;A1508;2;1;1439;;Notoscopelus kroyeri;N;N;Vrac;11;0.152;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;8.0;6;;cm;1.0;6;N;0.152;1.0;1.0;CAM-EVHOE;311;15362670;NA;;NA;
2022;Campagne EVHOE;1;A1508;2;1;1439;;Notoscopelus kroyeri;N;N;Vrac;11;0.152;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;9.0;7;;cm;1.0;3;N;0.152;1.0;1.0;CAM-EVHOE;311;15362670;NA;;NA;
2022;Campagne EVHOE;1;A1508;2;1;1439;;Notoscopelus kroyeri;N;N;Vrac;11;0.152;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;10.0;8;;cm;1.0;2;N;0.152;1.0;1.0;CAM-EVHOE;311;15362670;NA;;NA;
2022;Campagne EVHOE;1;A1508;2;1;1439;;Notoscopelus kroyeri;N;N;Vrac;11;0.152;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;12.0;9;;cm;1.0;1;N;0.152;1.0;1.0;CAM-EVHOE;311;15362670;NA;;NA;
2022;Campagne EVHOE;1;A1508;2;1;1441;;Evermannella balbo;N;N;Vrac;12;0.011;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;11.0;1;;cm;1.0;1;N;0.011;1.0;1.0;CAM-EVHOE;311;15362680;NA;;NA;
2022;Campagne EVHOE;1;A1508;2;1;1444;;Paralepis coregonoides;N;N;Vrac;13;0.001;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;6.0;1;;cm;1.0;1;N;0.001;1.0;1.0;CAM-EVHOE;311;15362682;NA;;NA;
2022;Campagne EVHOE;1;A1508;2;1;1447;;Lestidiops sphyrenoides;N;N;Vrac;14;0.009;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;14.0;1;;cm;1.0;1;N;0.009;1.0;1.0;CAM-EVHOE;311;15362684;NA;;NA;
2022;Campagne EVHOE;1;A1508;2;1;1447;;Lestidiops sphyrenoides;N;N;Vrac;14;0.009;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;15.0;2;;cm;1.0;1;N;0.009;1.0;1.0;CAM-EVHOE;311;15362684;NA;;NA;
2022;Campagne EVHOE;1;A1508;2;1;1448;;Arctozenus risso;N;N;Vrac;15;0.174;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;10.0;1;;cm;1.0;1;N;0.174;1.0;1.0;CAM-EVHOE;311;15362687;NA;;NA;
2022;Campagne EVHOE;1;A1508;2;1;1448;;Arctozenus risso;N;N;Vrac;15;0.174;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;11.0;2;;cm;1.0;2;N;0.174;1.0;1.0;CAM-EVHOE;311;15362687;NA;;NA;
2022;Campagne EVHOE;1;A1508;2;1;1448;;Arctozenus risso;N;N;Vrac;15;0.174;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;13.0;3;;cm;1.0;2;N;0.174;1.0;1.0;CAM-EVHOE;311;15362687;NA;;NA;
2022;Campagne EVHOE;1;A1508;2;1;1448;;Arctozenus risso;N;N;Vrac;15;0.174;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;14.0;4;;cm;1.0;4;N;0.174;1.0;1.0;CAM-EVHOE;311;15362687;NA;;NA;
2022;Campagne EVHOE;1;A1508;2;1;1448;;Arctozenus risso;N;N;Vrac;15;0.174;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;15.0;5;;cm;1.0;1;N;0.174;1.0;1.0;CAM-EVHOE;311;15362687;NA;;NA;
2022;Campagne EVHOE;1;A1508;2;1;1448;;Arctozenus risso;N;N;Vrac;15;0.174;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;16.0;6;;cm;1.0;1;N;0.174;1.0;1.0;CAM-EVHOE;311;15362687;NA;;NA;
2022;Campagne EVHOE;1;A1508;2;1;1448;;Arctozenus risso;N;N;Vrac;15;0.174;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;17.0;7;;cm;1.0;2;N;0.174;1.0;1.0;CAM-EVHOE;311;15362687;NA;;NA;
2022;Campagne EVHOE;1;A1508;2;1;1448;;Arctozenus risso;N;N;Vrac;15;0.174;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;18.0;8;;cm;1.0;5;N;0.174;1.0;1.0;CAM-EVHOE;311;15362687;NA;;NA;
2022;Campagne EVHOE;1;A1508;2;1;1448;;Arctozenus risso;N;N;Vrac;15;0.174;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;19.0;9;;cm;1.0;3;N;0.174;1.0;1.0;CAM-EVHOE;311;15362687;NA;;NA;
2022;Campagne EVHOE;1;A1508;2;1;1448;;Arctozenus risso;N;N;Vrac;15;0.174;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;20.0;10;;cm;1.0;2;N;0.174;1.0;1.0;CAM-EVHOE;311;15362687;NA;;NA;
2022;Campagne EVHOE;1;A1508;2;1;1448;;Arctozenus risso;N;N;Vrac;15;0.174;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;21.0;11;;cm;1.0;2;N;0.174;1.0;1.0;CAM-EVHOE;311;15362687;NA;;NA;
2022;Campagne EVHOE;1;A1508;2;1;1471;;Derichthys serpentinus;N;N;Vrac;16;0.005;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;1;?;0.005;1.0;1.0;CAM-EVHOE;311;15362699;NA;;NA;
2022;Campagne EVHOE;1;A1508;2;1;1848;;Melanostigma atlanticum;N;N;Vrac;17;0.003;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;5.0;1;;cm;1.0;1;N;0.003;1.0;1.0;CAM-EVHOE;311;15362700;NA;;NA;
2022;Campagne EVHOE;1;A1508;2;1;1848;;Melanostigma atlanticum;N;N;Vrac;17;0.003;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;6.0;2;;cm;1.0;1;N;0.003;1.0;1.0;CAM-EVHOE;311;15362700;NA;;NA;
2022;Campagne EVHOE;1;A1508;2;1;1848;;Melanostigma atlanticum;N;N;Vrac;17;0.003;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;9.0;3;;cm;1.0;1;N;0.003;1.0;1.0;CAM-EVHOE;311;15362700;NA;;NA;
2022;Campagne EVHOE;1;A1508;2;1;2639;;Maulisia argipalla;N;N;Vrac;18;0.002;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;6.0;1;;cm;1.0;2;N;0.002;1.0;1.0;CAM-EVHOE;311;15362704;NA;;NA;
2022;Campagne EVHOE;1;A1508;2;1;2670;;Serrivomer beanii;N;N;Vrac;19;;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;51.0;1;0.018;cm;1.0;1;N;0.018;3.3333335;3.3333335;CAM-EVHOE;311;15362706;NA;;NA;
2022;Campagne EVHOE;1;A1508;2;1;2670;;Serrivomer beanii;N;N;Vrac;19;;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;61.0;2;0.042;cm;1.0;1;N;0.042;1.4285715;1.4285715;CAM-EVHOE;311;15362706;NA;;NA;
2022;Campagne EVHOE;1;A1508;2;1;6819;;Cyclothone microdon;N;N;Vrac;20;0.057;0.009;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;5.0;1;;cm;1.0;1;N;0.009;6.3333335;6.3333335;CAM-EVHOE;311;15362709;NA;;NA;
2022;Campagne EVHOE;1;A1508;2;1;6819;;Cyclothone microdon;N;N;Vrac;20;0.057;0.009;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;6.0;2;;cm;1.0;9;N;0.009;6.3333335;6.3333335;CAM-EVHOE;311;15362709;NA;;NA;
2022;Campagne EVHOE;1;A1508;2;1;6819;;Cyclothone microdon;N;N;Vrac;20;0.057;0.009;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;7.0;3;;cm;1.0;1;N;0.009;6.3333335;6.3333335;CAM-EVHOE;311;15362709;NA;;NA;
2022;Campagne EVHOE;1;A1508;2;1;6831;;Searsia koefoedi;N;N;Vrac;21;0.24;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;8.0;1;;cm;1.0;1;N;0.24;1.0;1.0;CAM-EVHOE;311;15362713;NA;;NA;
2022;Campagne EVHOE;1;A1508;2;1;6831;;Searsia koefoedi;N;N;Vrac;21;0.24;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;11.0;2;;cm;1.0;3;N;0.24;1.0;1.0;CAM-EVHOE;311;15362713;NA;;NA;
2022;Campagne EVHOE;1;A1508;2;1;6831;;Searsia koefoedi;N;N;Vrac;21;0.24;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;12.0;3;;cm;1.0;3;N;0.24;1.0;1.0;CAM-EVHOE;311;15362713;NA;;NA;
2022;Campagne EVHOE;1;A1508;2;1;6831;;Searsia koefoedi;N;N;Vrac;21;0.24;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;13.0;4;;cm;1.0;2;N;0.24;1.0;1.0;CAM-EVHOE;311;15362713;NA;;NA;
2022;Campagne EVHOE;1;A1508;2;1;6831;;Searsia koefoedi;N;N;Vrac;21;0.24;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;14.0;5;;cm;1.0;2;N;0.24;1.0;1.0;CAM-EVHOE;311;15362713;NA;;NA;
2022;Campagne EVHOE;1;A1508;2;1;6831;;Searsia koefoedi;N;N;Vrac;21;0.24;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;15.0;6;;cm;1.0;1;N;0.24;1.0;1.0;CAM-EVHOE;311;15362713;NA;;NA;
2022;Campagne EVHOE;1;A1508;2;1;6831;;Searsia koefoedi;N;N;Vrac;21;0.24;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;16.0;7;;cm;1.0;1;N;0.24;1.0;1.0;CAM-EVHOE;311;15362713;NA;;NA;
2022;Campagne EVHOE;1;A1513;3;1;1346;;Xenodermichthys copei;N;N;Vrac;1;0.046;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;6.0;1;;cm;1.0;1;N;0.046;1.0;1.0;CAM-EVHOE;311;15363704;NA;;NA;
2022;Campagne EVHOE;1;A1513;3;1;1346;;Xenodermichthys copei;N;N;Vrac;1;0.046;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;7.0;2;;cm;1.0;1;N;0.046;1.0;1.0;CAM-EVHOE;311;15363704;NA;;NA;
2022;Campagne EVHOE;1;A1513;3;1;1346;;Xenodermichthys copei;N;N;Vrac;1;0.046;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;9.0;3;;cm;1.0;1;N;0.046;1.0;1.0;CAM-EVHOE;311;15363704;NA;;NA;
2022;Campagne EVHOE;1;A1513;3;1;1346;;Xenodermichthys copei;N;N;Vrac;1;0.046;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;10.0;4;;cm;1.0;1;N;0.046;1.0;1.0;CAM-EVHOE;311;15363704;NA;;NA;
2022;Campagne EVHOE;1;A1513;3;1;1346;;Xenodermichthys copei;N;N;Vrac;1;0.046;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;14.0;5;;cm;1.0;1;N;0.046;1.0;1.0;CAM-EVHOE;311;15363704;NA;;NA;
2022;Campagne EVHOE;1;A1513;3;1;1365;;Cyclothone;N;N;Vrac;2;0.008;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;4.0;1;;cm;1.0;1;N;0.008;1.0;1.0;CAM-EVHOE;311;15363710;NA;;NA;
2022;Campagne EVHOE;1;A1513;3;1;1365;;Cyclothone;N;N;Vrac;2;0.008;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;5.0;2;;cm;1.0;3;N;0.008;1.0;1.0;CAM-EVHOE;311;15363710;NA;;NA;
2022;Campagne EVHOE;1;A1513;3;1;1365;;Cyclothone;N;N;Vrac;2;0.008;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;6.0;3;;cm;1.0;8;N;0.008;1.0;1.0;CAM-EVHOE;311;15363710;NA;;NA;
2022;Campagne EVHOE;1;A1513;3;1;1376;;Argyropelecus olfersii;N;N;Vrac;3;0.081;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;2.0;1;;cm;1.0;1;N;0.081;1.0;1.0;CAM-EVHOE;311;15363811;NA;;NA;
2022;Campagne EVHOE;1;A1513;3;1;1376;;Argyropelecus olfersii;N;N;Vrac;3;0.081;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;3.0;2;;cm;1.0;3;N;0.081;1.0;1.0;CAM-EVHOE;311;15363811;NA;;NA;
2022;Campagne EVHOE;1;A1513;3;1;1376;;Argyropelecus olfersii;N;N;Vrac;3;0.081;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;4.0;3;;cm;1.0;3;N;0.081;1.0;1.0;CAM-EVHOE;311;15363811;NA;;NA;
2022;Campagne EVHOE;1;A1513;3;1;1376;;Argyropelecus olfersii;N;N;Vrac;3;0.081;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;5.0;4;;cm;1.0;2;N;0.081;1.0;1.0;CAM-EVHOE;311;15363811;NA;;NA;
2022;Campagne EVHOE;1;A1513;3;1;1376;;Argyropelecus olfersii;N;N;Vrac;3;0.081;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;6.0;5;;cm;1.0;1;N;0.081;1.0;1.0;CAM-EVHOE;311;15363811;NA;;NA;
2022;Campagne EVHOE;1;A1513;3;1;1376;;Argyropelecus olfersii;N;N;Vrac;3;0.081;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;7.0;6;;cm;1.0;1;N;0.081;1.0;1.0;CAM-EVHOE;311;15363811;NA;;NA;
2022;Campagne EVHOE;1;A1513;3;1;1376;;Argyropelecus olfersii;N;N;Vrac;3;0.081;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;8.0;7;;cm;1.0;2;N;0.081;1.0;1.0;CAM-EVHOE;311;15363811;NA;;NA;
2022;Campagne EVHOE;1;A1513;3;1;1376;;Argyropelecus olfersii;N;N;Vrac;3;0.081;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;9.0;8;;cm;1.0;2;N;0.081;1.0;1.0;CAM-EVHOE;311;15363811;NA;;NA;
2022;Campagne EVHOE;1;A1513;3;1;1379;;Maurolicus muelleri;N;N;Vrac;4;0.001;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;3.0;1;;cm;1.0;1;N;0.001;1.0;1.0;CAM-EVHOE;311;15363722;NA;;NA;
2022;Campagne EVHOE;1;A1513;3;1;1383;;Chauliodus sloani;N;N;Vrac;5;0.08;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;30.0;1;;cm;1.0;1;N;0.08;1.0;1.0;CAM-EVHOE;311;15363724;NA;;NA;
2022;Campagne EVHOE;1;A1513;3;1;1385;;Stomias boa boa;N;N;Vrac;6;0.067;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;10.0;1;;cm;1.0;1;N;0.067;1.0;1.0;CAM-EVHOE;311;15363727;NA;;NA;
2022;Campagne EVHOE;1;A1513;3;1;1385;;Stomias boa boa;N;N;Vrac;6;0.067;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;29.0;2;;cm;1.0;1;N;0.067;1.0;1.0;CAM-EVHOE;311;15363727;NA;;NA;
2022;Campagne EVHOE;1;A1513;3;1;1415;;Myctophum punctatum;N;N;Vrac;7;0.004;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;7.0;1;;cm;1.0;1;N;0.004;1.0;1.0;CAM-EVHOE;311;15363729;NA;;NA;
2022;Campagne EVHOE;1;A1513;3;1;1416;;Benthosema glaciale;N;N;Vrac;8;0.027;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;3.0;1;;cm;1.0;26;N;0.027;1.0;1.0;CAM-EVHOE;311;15363731;NA;;NA;
